grade confidence_level
Correct 19.765625
Correct 14.1953125
Correct 18.96875
Correct 14.59375
Correct 19.40625
Wrong 19.03125
Unparseable 0
Wrong 14.34375
Wrong 12.8359375
Wrong 12.796875
Wrong 18.921875
Correct 19.046875
Correct 19.296875
Wrong 14.296875
Correct 16.171875
Correct 13.71875
Wrong 19.078125
Wrong 19.625
Correct 15.546875
Wrong 13.3125
Correct 15.5
Correct 19.0625
Correct 18.65625
Wrong 13.7734375
Wrong 18.875
Wrong 18.5625
Correct 12.9140625
Correct 19.6875
Correct 20.328125
Correct 20.25
Correct 15.4765625
Wrong 18.390625
Correct 13.5234375
Wrong 14.15625
Wrong 14.34375
Wrong 20.078125
Correct 14.53125
