grade confidence_level
Unparseable 0
Wrong 13.296875
Wrong 14.2890625
Unparseable 0
Unparseable 0
Unparseable 0
Unparseable 0
Correct 17.015625
Wrong 16.03125
Correct 17.84375
Correct 15.921875
Wrong 15.03125
Wrong 13.5859375
Correct 18.390625
Wrong 13.5703125
Wrong 13.9765625
Correct 15.34375
Unparseable 0
Wrong 14.5
Wrong 13.7265625
Unparseable 0
Unparseable 0
Wrong 15.8359375
Wrong 15.609375
Correct 15.1796875
Correct 15.171875
Wrong 16.828125
Unparseable 0
Wrong 15.8125
Wrong 14.078125
Wrong 13.75
Unparseable 0
Correct 17.5
Correct 17.046875
Wrong 17.1875
Unparseable 0
Correct 14.09375
Correct 16.6875
Correct 16.640625
Unparseable 0
Unparseable 0
Wrong 13.90625
Wrong 13.984375
Wrong 14.1171875
Unparseable 0
Wrong 16.6875
Wrong 14.0703125
Correct 16.6875
Correct 13.734375
Wrong 14.828125
Unparseable 0
Wrong 13.640625
Wrong 13.8359375
Unparseable 0
Wrong 13.8828125
Unparseable 0
Wrong 13.484375
Wrong 13.8203125
Correct 18.8125
Correct 14.0234375
Wrong 17.9375
Wrong 13.53125
Unparseable 0
Unparseable 0
Unparseable 0
Unparseable 0
Wrong 16.84375
Correct 14.9765625
Correct 16.53125
Wrong 13.796875
Wrong 13.7109375
Correct 15.0546875
Wrong 13.5546875
Wrong 15.4453125
Unparseable 0
Wrong 14.2265625
Unparseable 0
Wrong 11.8125
Wrong 14.2265625
Unparseable 0
Correct 15.1875
Wrong 14.390625
Wrong 14.6484375
Correct 16.546875
Correct 17.3125
Correct 16.671875
Correct 17.53125
Correct 13.4609375
Wrong 13.796875
Wrong 14.046875
Wrong 13.7734375
Wrong 22.21875
Wrong 14.625
Wrong 18.078125
Wrong 17.15625
Correct 15.8046875
Wrong 17.171875
Wrong 16.21875
Wrong 13.9375
Correct 16.390625
Unparseable 0
Unparseable 0
Wrong 13.734375
Wrong 17.421875
Correct 16.65625
Wrong 15.5703125
Wrong 17.25
Unparseable 0
Correct 16.640625
Correct 16.359375
Wrong 14.109375
Correct 16.4375
Unparseable 0
Correct 16.84375
Correct 14.65625
Correct 16.75
Correct 17.09375
Unparseable 0
Unparseable 0
Unparseable 0
Unparseable 0
Wrong 13.4765625
Wrong 17.453125
Wrong 15.09375
Wrong 14.3046875
Wrong 13.546875
Unparseable 0
Wrong 13.7890625
Wrong 14.1953125
Unparseable 0
Unparseable 0
Correct 13.5234375
Correct 13.8671875
Wrong 13.84375
Wrong 13.875
